"is_profitable","EMA_diff","SMA_diff"
"PROFITABLE",-3.668019911763963,-7.687000000000012
"UNPROFITABLE",-3.8263799278067836,-4.538999999999987
"PROFITABLE",-6.22686774408055,-15.112999999999943
"UNPROFITABLE",-8.963286690784912,-12.850000000000136
"PROFITABLE",-11.13599125621181,-13.63900000000001
"UNPROFITABLE",-11.273447391445984,-11.891999999999996
"PROFITABLE",-5.3699835392019395,-3.065999999999974
"PROFITABLE",-4.188895622983409,1.1259999999999764
"PROFITABLE",-2.4512782369864112,5.368000000000052
"PROFITABLE",0.6467319047609976,2.6550000000000296
"UNPROFITABLE",5.349633682772776,7.724000000000103
"UNPROFITABLE",3.2166803992115547,-5.413999999999987
"PROFITABLE",-2.180722063861481,-5.05299999999994
"UNPROFITABLE",-3.203807952332852,-5.353999999999985
"PROFITABLE",-2.3019378443927963,-0.012000000000000455
"UNPROFITABLE",-1.3512175532450783,-0.7919999999999732
"PROFITABLE",0.19073436952817246,-0.3280000000000882
"UNPROFITABLE",0.7249644841593863,3.129000000000019
"PROFITABLE",1.5546073052213387,5.288000000000011
"UNPROFITABLE",3.7235470390324963,7.955000000000041
"PROFITABLE",4.522356668299267,8.117000000000075
"UNPROFITABLE",7.338139587869819,13.536000000000001
"UNPROFITABLE",9.110424021631786,13.079999999999927
"UNPROFITABLE",10.270135088860968,12.960999999999899
"PROFITABLE",10.758255720642524,10.56499999999994
"UNPROFITABLE",11.880584408033428,14.245999999999981
"UNPROFITABLE",9.587565624008448,7.791000000000054
"UNPROFITABLE",8.341709219377549,3.383000000000038
"PROFITABLE",0.2582858081913173,-6.425000000000068
"PROFITABLE",-1.9320400788139978,-6.150999999999954
"UNPROFITABLE",-3.7385394975125337,-3.8029999999999973
"UNPROFITABLE",-2.7802595888738324,1.532000000000039
"UNPROFITABLE",-2.3871214818059343,-0.6179999999999382
"PROFITABLE",-2.007246611787423,-2.660000000000082
"PROFITABLE",-1.8432017732806116,-1.1049999999999045
"PROFITABLE",-1.2602570193249676,0.46500000000003183
"UNPROFITABLE",1.4308043823531307,4.86099999999999
"UNPROFITABLE",3.7018132335646214,5.467000000000098
"UNPROFITABLE",3.3911972885845216,2.826999999999998
"PROFITABLE",2.1753800031020774,-2.3039999999999736
"UNPROFITABLE",0.4895507304744342,-1.8659999999999854
"UNPROFITABLE",-0.3627193970579583,-1.9010000000000673
"UNPROFITABLE",-0.3149522339565465,-0.09999999999990905
"UNPROFITABLE",-0.18568819141898985,0.39599999999995816
"UNPROFITABLE",0.06516740905010465,0.7140000000000555
"PROFITABLE",-2.9966310020786295,-5.661000000000058
"UNPROFITABLE",-3.0222614579379297,-3.0079999999999245
"UNPROFITABLE",-0.5250171431868011,2.20799999999997
"UNPROFITABLE",-0.3417412989709874,0.48300000000006094
"UNPROFITABLE",-0.8627193819556851,-1.9689999999999372
"UNPROFITABLE",-2.6783493383339874,-8.281000000000063
"PROFITABLE",-3.7991949131824185,-8.842999999999847
"UNPROFITABLE",-4.289159474421922,-6.494000000000142
"UNPROFITABLE",-5.274221388163369,-9.70699999999988
"PROFITABLE",-6.699272044861004,-13.11200000000008
"PROFITABLE",-7.3744953094317225,-10.413000000000011
"PROFITABLE",-6.522271000968658,-4.858000000000004
"UNPROFITABLE",-4.231817777507899,0.5489999999999782
"UNPROFITABLE",-2.6021424791581467,1.9350000000000591
"UNPROFITABLE",-1.2861165738567024,4.635999999999967
"UNPROFITABLE",-1.7973735622235267,-2.064999999999941
"PROFITABLE",-2.0287601872738037,-3.069999999999993
"UNPROFITABLE",-2.0623766542907447,-2.8229999999999222
"UNPROFITABLE",-2.44659096993081,-3.391999999999882
"UNPROFITABLE",-2.5288471572161484,-2.8990000000000578
"UNPROFITABLE",-3.859474499636633,-7.045999999999992
"PROFITABLE",-5.162077970831092,-7.560000000000059
"PROFITABLE",-4.759026189182009,-1.9329999999999927
"UNPROFITABLE",-4.293021427512542,-2.1959999999999695
"PROFITABLE",-6.243706996265814,-6.333000000000027
"PROFITABLE",-5.549214815126561,-2.423999999999978
"PROFITABLE",-3.931428700396168,-2.1310000000000286
"PROFITABLE",-3.153350754869564,0.34799999999995634
"PROFITABLE",-2.018196072166006,3.090000000000032
"PROFITABLE",2.362039858651599,4.756999999999948
"UNPROFITABLE",2.514155564956468,2.1289999999999623
"UNPROFITABLE",2.4966727349643634,2.4180000000000064
"PROFITABLE",-2.459155040540054,-5.396000000000015
"PROFITABLE",-3.1113369372545776,-1.6779999999999973
"PROFITABLE",-1.6368840683919643,0.9900000000000091
"PROFITABLE",0.5102430609633188,4.194999999999993
"PROFITABLE",4.003190268627861,3.6639999999999873
"PROFITABLE",0.26165728139545763,-7.0639999999999645
"PROFITABLE",-0.7524622243128078,-5.315999999999974
"UNPROFITABLE",-1.1677960968319212,-1.773999999999944
"UNPROFITABLE",0.4574582010149584,-0.7300000000000182
"UNPROFITABLE",0.4452736717538528,0.6419999999999959
"UNPROFITABLE",0.46304209507138694,0.5430000000000064
"UNPROFITABLE",-0.8457057195289508,-3.1689999999999827
"UNPROFITABLE",-1.7531270559271661,-1.7970000000000255
"UNPROFITABLE",-2.5099941448768845,-4.773000000000025
"UNPROFITABLE",-3.0594497548992763,-5.532000000000039
"PROFITABLE",-3.42154979946298,-5.050999999999988
"PROFITABLE",-3.07588264748955,-2.9669999999999845
"PROFITABLE",-2.6517359504254614,-2.6340000000000714
"PROFITABLE",-1.359566113446533,-1.9220000000000255
"UNPROFITABLE",-1.1241904564562333,-0.06499999999994088
"UNPROFITABLE",-1.874744434828358,-4.144999999999982
"PROFITABLE",-2.530427264859611,-5.4809999999999945
"PROFITABLE",-3.042167762157817,-5.345000000000027
"PROFITABLE",-3.028500896310959,-2.9669999999999845
"PROFITABLE",-2.9010956413321196,-2.9319999999999595
"UNPROFITABLE",-3.395074923013624,-4.8589999999999804
"PROFITABLE",-6.31767882345639,-9.507999999999925
"PROFITABLE",-6.496464491918914,-7.301000000000045
"PROFITABLE",-6.626939040044874,-6.347999999999956
"PROFITABLE",-6.126768305491282,-3.876000000000033
"PROFITABLE",-4.485340766485876,0.7019999999999413
"PROFITABLE",-2.401642445306635,6.975000000000051
"PROFITABLE",-1.1671620007054173,4.387999999999948
"UNPROFITABLE",1.5993016947866465,1.8649999999999807
"UNPROFITABLE",1.5832468411890943,1.5110000000000525
"PROFITABLE",0.8023387945150091,-0.6440000000000339
"PROFITABLE",-1.2621063567507065,-5.635999999999996
"PROFITABLE",-1.7819052009778318,-4.1209999999999525
"PROFITABLE",-1.1072085612140086,-1.6469999999999914
"UNPROFITABLE",-0.0658007723829428,3.0470000000000255
"PROFITABLE",0.4297697308841464,1.1570000000000107
"UNPROFITABLE",0.6399934161779584,1.5860000000000127
"UNPROFITABLE",1.2638480758421622,0.34600000000000364
"PROFITABLE",0.552589967910535,0.2589999999999577
"PROFITABLE",0.8479486562045793,1.7930000000000348
"PROFITABLE",1.055957991440124,1.9919999999999618
"PROFITABLE",1.443783811178264,3.1890000000000214
"UNPROFITABLE",2.1941693281441417,3.710999999999956
"UNPROFITABLE",2.4732294502997547,3.728999999999985
"UNPROFITABLE",2.866393268382467,3.8789999999999623
"PROFITABLE",3.0346854014038627,3.79200000000003
"UNPROFITABLE",-0.209363701680104,-3.001000000000033
"PROFITABLE",-0.8323884831928581,-3.636000000000024
"UNPROFITABLE",-1.2879790672612899,-1.8600000000000136
"UNPROFITABLE",-1.7136192368502066,-3.629000000000019
"UNPROFITABLE",-2.316132355233549,-0.3499999999999943
"UNPROFITABLE",-1.9891363538431506,-1.579999999999984
"PROFITABLE",-0.9984492601300872,0.75
"UNPROFITABLE",-0.2671912176069213,0.038000000000010914
"UNPROFITABLE",-0.21449990600135038,-0.3849999999999909
"UNPROFITABLE",-2.058837560921887,-2.691999999999979
"PROFITABLE",-2.009571561861094,-1.1440000000000055
"UNPROFITABLE",-0.9297262724242898,1.1869999999999834
"PROFITABLE",-0.4899237059333643,-0.9140000000000157
"UNPROFITABLE",-0.18733735686447517,0.24900000000002365
"PROFITABLE",-0.09491238288910608,0.32099999999996953
"UNPROFITABLE",0.13179895945432918,1.1520000000000437
"PROFITABLE",0.05441087368433273,0.07499999999996021
"PROFITABLE",0.5474783868475583,0.804000000000002
"UNPROFITABLE",-0.004478268771975991,-0.5149999999999579
"PROFITABLE",-1.0192372775253205,-1.453000000000003
"UNPROFITABLE",-0.9904668634298162,-0.86099999999999
"UNPROFITABLE",-0.3267325381437445,0.41799999999997794
"UNPROFITABLE",0.6670451347065409,2.52800000000002
"UNPROFITABLE",1.2123525281919854,2.052000000000021
"UNPROFITABLE",1.41892704989192,1.7010000000000218
"UNPROFITABLE",1.2536123226549307,0.6969999999999743
"PROFITABLE",0.7952446126863606,-0.7310000000000514
"UNPROFITABLE",0.6817455921979274,0.1710000000000491
"PROFITABLE",0.5577918481619122,-0.000000000000028421709430404007
"PROFITABLE",1.658879043782008,1.2169999999999845
"PROFITABLE",1.7539919449125705,2.1820000000000164
"PROFITABLE",2.0621752276557004,3.4490000000000123
"UNPROFITABLE",2.8547619292571085,3.5710000000000264
"UNPROFITABLE",2.8188052148467477,2.6569999999999823
"UNPROFITABLE",2.5593860848746317,1.391999999999996
"UNPROFITABLE",2.089175808882999,1.325999999999965
"PROFITABLE",-0.37085523385951547,-1.599999999999909
"UNPROFITABLE",0.11500866605291549,1.4599999999999795
"UNPROFITABLE",0.6425760491758865,1.9529999999999745
"PROFITABLE",-1.2950771213280632,-2.0179999999999723
"PROFITABLE",-2.3478443662396558,-4.992000000000019
"PROFITABLE",-2.6191453905597655,-3.839999999999975
"UNPROFITABLE",-2.6723916831852534,-2.9120000000000346
"PROFITABLE",-3.5498881110155196,-5.5190000000000055
"PROFITABLE",-3.5203925115930303,-3.320999999999998
"UNPROFITABLE",-1.2531320104628776,-0.22700000000000387
"UNPROFITABLE",0.5326434296208618,1.3829999999999814
"UNPROFITABLE",0.6068900787807081,0.9410000000000309
"UNPROFITABLE",0.649637337184231,0.8419999999999561
"UNPROFITABLE",0.7495214576962042,1.1990000000000407
"UNPROFITABLE",0.35490159715490677,-0.47199999999998
"PROFITABLE",0.023074163555236282,0.29500000000004434
"UNPROFITABLE",0.2531503119697902,0.48500000000001364
"PROFITABLE",0.49807218068502834,0.5240000000000293
"PROFITABLE",1.1223557791079202,1.6809999999999832
"PROFITABLE",1.5939334056872099,1.9510000000000218
"PROFITABLE",1.7812281476088003,1.9219999999999686
"UNPROFITABLE",2.265808654851071,2.966000000000008
"UNPROFITABLE",2.3876616266963424,2.935999999999922
"PROFITABLE",2.3529305104331115,2.3149999999999977
"PROFITABLE",2.7065795085361515,4.298000000000002
"PROFITABLE",3.1312014160750437,5.04200000000003
"UNPROFITABLE",3.6266193404250657,5.8559999999999945
"PROFITABLE",3.8381430967114056,4.7900000000000205
"PROFITABLE",6.201761320437697,12.177000000000021
"PROFITABLE",7.923355373853553,8.06800000000004
"UNPROFITABLE",7.603816407290424,5.951000000000022
"PROFITABLE",4.876536559665453,-1.4350000000000023
"UNPROFITABLE",3.5709844579080823,-2.3039999999999736
"UNPROFITABLE",1.7095327382884307,-6.66700000000003
"PROFITABLE",-1.228874778501165,-6.617999999999995
"UNPROFITABLE",-2.864577970926689,-1.4800000000000182
"UNPROFITABLE",-2.0555637943945158,1.5850000000000364
"PROFITABLE",-1.7291209662761844,-1.2860000000000014
"PROFITABLE",2.975173615764959,4.312999999999931
"UNPROFITABLE",3.5515790320409906,3.609999999999957
"PROFITABLE",3.5876555716698704,3.75
"PROFITABLE",4.055247867578828,3.815999999999974
"UNPROFITABLE",5.423694853503093,7.58099999999996
"PROFITABLE",5.759568516502554,7.271000000000015
"PROFITABLE",6.185101513502104,8.100000000000023
"UNPROFITABLE",5.81435092778554,4.476000000000056
"PROFITABLE",2.894991492193185,0.863999999999919
"UNPROFITABLE",1.9228124865094856,-0.9670000000000414
"PROFITABLE",-0.6516436493873243,-4.1340000000000146
"UNPROFITABLE",-1.1646870710774806,-1.6060000000000514
"UNPROFITABLE",-0.8830927683215464,1.469000000000051
"PROFITABLE",-0.7533193653897001,-6.763000000000034
"UNPROFITABLE",-1.3721703898642659,-4.156999999999982
"UNPROFITABLE",-3.2465107568513076,-6.606000000000051
"PROFITABLE",-3.8827815283328846,-6.745999999999981
"PROFITABLE",-4.088398853042293,-4.488000000000056
"UNPROFITABLE",-1.3294049703093833,-0.6879999999999882
"UNPROFITABLE",-1.1000586120712796,-0.06799999999998363
"UNPROFITABLE",-1.9020020497370638,-0.9430000000000405
"UNPROFITABLE",-1.357198404861208,-0.36700000000001864
"UNPROFITABLE",3.9784271425830298,5.349000000000046
"UNPROFITABLE",2.8283311270490685,1.6200000000000045
"UNPROFITABLE",2.3663704238924197,1.6910000000000878
"UNPROFITABLE",-0.6291003061453466,-1.7830000000000723
"PROFITABLE",0.0019022469163019196,0.09399999999999409
"UNPROFITABLE",0.1133745656588303,0.6149999999999523
"UNPROFITABLE",0.359670099175446,1.4680000000000177
"UNPROFITABLE",0.31363774613225814,0.45100000000002183
"UNPROFITABLE",0.3340672468355024,0.4259999999999309
"UNPROFITABLE",0.216826118877691,0.38299999999998136
"UNPROFITABLE",0.3012472366040697,0.4830000000000041
"UNPROFITABLE",0.3702648358236047,0.5679999999999268
"UNPROFITABLE",2.1787780700152553,3.1720000000000255
"UNPROFITABLE",0.3530261670215964,1.384999999999934
"UNPROFITABLE",0.5694918900775292,0.8950000000000955
"UNPROFITABLE",-0.7623899782341255,-1.15199999999993
"UNPROFITABLE",1.2166913721446235,7.54200000000003
"PROFITABLE",6.298415289776301,9.381999999999948
"PROFITABLE",6.7925718082804,4.607999999999947
"PROFITABLE",8.036680301410797,13.48099999999988
"PROFITABLE",9.898204312342955,11.94900000000007
"UNPROFITABLE",14.661335579658271,15.975999999999885
"PROFITABLE",9.312166792994276,-7.66599999999994
"PROFITABLE",6.157227376086212,-8.040000000000077
"PROFITABLE",0.19934542236433117,-13.69399999999996
"UNPROFITABLE",-1.5392628362473033,-9.362999999999943
"PROFITABLE",-4.060408952163016,0.9650000000000318
"UNPROFITABLE",-1.3661527790425225,10.758000000000038
"PROFITABLE",-0.4872159101256557,3.467999999999961
"UNPROFITABLE",0.047152985783668555,0.5510000000000446
"PROFITABLE",0.4773834037064262,-1.47199999999998
"PROFITABLE",-0.33440403580914335,-2.8640000000000327
"UNPROFITABLE",-0.8824357595086667,-0.4189999999999827
"PROFITABLE",-1.2053866781982379,-1.655999999999949
"UNPROFITABLE",-0.524275315589648,-2.511000000000081
"UNPROFITABLE",-0.7576798036642458,-1.807999999999879
"UNPROFITABLE",-2.033269120404384,-4.434999999999945
"PROFITABLE",-3.628856553058199,-10.808999999999969
"PROFITABLE",-4.695064452502152,-9.493000000000052
"PROFITABLE",-5.666001823575812,-7.673999999999978
"UNPROFITABLE",-1.5231882544181872,-1.0399999999999636
"UNPROFITABLE",-0.6260965874760132,0.9710000000001173
"PROFITABLE",-0.5585054670440286,-0.7870000000000346
"UNPROFITABLE",0.25023769711674504,-1.3630000000000564
"UNPROFITABLE",-0.07162370235903381,-1.5199999999999818
"UNPROFITABLE",-0.4074009908354128,-1.1940000000000737
"UNPROFITABLE",-0.5358762752208577,-0.6330000000000382
"UNPROFITABLE",-0.36799810407239875,-0.35399999999992815
"UNPROFITABLE",-0.2752711760592774,0.14199999999993906
"UNPROFITABLE",0.619537415631612,1.1679999999998927
"UNPROFITABLE",0.5974397036985692,0.4980000000000473
"UNPROFITABLE",2.021412266685843,2.6140000000000327
"UNPROFITABLE",2.1264068688309408,1.884999999999991
"UNPROFITABLE",1.9901510744980442,1.3770000000000664
"PROFITABLE",1.3590102234243204,-0.8239999999999554
"PROFITABLE",5.479910941360117,3.494000000000142
"UNPROFITABLE",2.86840963906252,2.1409999999999627
"UNPROFITABLE",2.6116078865057943,1.4560000000000173
"UNPROFITABLE",0.8986796595617079,-3.578000000000088
"UNPROFITABLE",1.2734174746522058,3.2679999999999154
"UNPROFITABLE",2.2945254237578183,2.8350000000000364
"UNPROFITABLE",2.15915716489269,1.5500000000000682
"PROFITABLE",0.9609866002184617,1.7519999999999527
"UNPROFITABLE",1.8283630273912195,1.7050000000001546
"UNPROFITABLE",2.5258186678950096,3.5
"UNPROFITABLE",2.0865984755180307,0.21500000000003183
"UNPROFITABLE",1.723009983961333,1.9389999999998508
"UNPROFITABLE",1.7859172596046164,2.0690000000000737
"PROFITABLE",2.0396263329189424,2.6230000000000473
"PROFITABLE",3.8610721732763977,8.44500000000005
"PROFITABLE",9.58756033032887,14.236999999999966
"UNPROFITABLE",13.112699835319063,16.036000000000058
"PROFITABLE",13.082390774352007,12.945999999999913
"PROFITABLE",13.136319724469786,13.378999999999905
"PROFITABLE",12.914643782496341,14.502000000000066
"UNPROFITABLE",14.414629308943859,10.576999999999884
"UNPROFITABLE",7.964123752268165,-6.733000000000175
"UNPROFITABLE",5.383373979128578,-6.2299999999999045
"UNPROFITABLE",1.7155643992513205,-5.605999999999881
"PROFITABLE",-2.606720036976185,-22.057000000000016
"PROFITABLE",-6.076770939344215,-21.692000000000007
"UNPROFITABLE",-8.969358041281566,-21.98599999999999
"PROFITABLE",-13.140904592106835,-7.067000000000007
"PROFITABLE",-6.480346904501971,-1.2650000000002137
"UNPROFITABLE",3.7267104931733,7.974000000000046
"PROFITABLE",4.152855729383418,6.435000000000059
"PROFITABLE",9.13475764797704,11.839999999999918
"UNPROFITABLE",10.014983530163022,13.976000000000113
"UNPROFITABLE",1.767763865815823,-1.9859999999998763
"PROFITABLE",1.3451199182854907,5.349000000000046
"PROFITABLE",2.7607344785973282,9.1310000000002
"PROFITABLE",12.62763774763198,17.462999999999965
"PROFITABLE",9.334621541020624,-1.5199999999999818
"PROFITABLE",5.225540039856696,-6.324999999999818
"PROFITABLE",3.4268963962465477,-4.667000000000144
"UNPROFITABLE",2.265097051474413,-2.9629999999999654
"UNPROFITABLE",0.6001393485075823,-1.5150000000003274
"UNPROFITABLE",-7.650078084643837,-15.174999999999955
"PROFITABLE",-7.39533661470864,-6.249000000000024
"PROFITABLE",-14.33663708278823,-30.248000000000047
"UNPROFITABLE",-16.7632485222814,-27.682999999999993
"PROFITABLE",-17.73520333641204,-22.108999999999696
"PROFITABLE",-8.054804800915235,-2.7799999999999727
"PROFITABLE",-5.547084205571309,3.136000000000081
"UNPROFITABLE",0.9832080937910632,20.629000000000133
"PROFITABLE",5.919155831380749,15.805999999999813
"UNPROFITABLE",10.821617300616026,9.819999999999936
"UNPROFITABLE",4.5611909595656925,2.241999999999962
"PROFITABLE",3.8249866734315674,3.79300000000012
"PROFITABLE",6.267837178761511,9.81399999999985
"UNPROFITABLE",7.379503146259367,12.38200000000029
"UNPROFITABLE",7.943411665121403,10.480999999999767
"PROFITABLE",13.104763194786074,22.110999999999876
"PROFITABLE",15.865351704824889,28.28800000000024
"UNPROFITABLE",20.169764364386765,28.995999999999867
"PROFITABLE",31.98723927173819,43.92399999999975
"PROFITABLE",32.69947422322957,27.142000000000053
"UNPROFITABLE",32.478115273551566,31.48199999999997
"UNPROFITABLE",31.50463976926926,27.12400000000025
"PROFITABLE",26.641899349676123,15.5649999999996
"PROFITABLE",24.225627818117346,23.2349999999999
"PROFITABLE",24.146626886508102,19.262999999999693
"PROFITABLE",27.922876543506845,44.91599999999994
"PROFITABLE",32.218898990141724,51.55099999999993
"UNPROFITABLE",42.30861560016024,46.79699999999957
"PROFITABLE",36.15150300506593,26.71499999999969
"PROFITABLE",29.835700358763006,9.073999999999614
"PROFITABLE",28.869391202624684,24.521000000000186
"PROFITABLE",27.883683711238064,23.447999999999865
"PROFITABLE",40.76712983023663,57.63599999999951
"PROFITABLE",45.22956587258477,17.10799999999972
"UNPROFITABLE",-7.065324766758749,4.578000000000429
"UNPROFITABLE",-5.27362935462088,2.78899999999976
"PROFITABLE",-0.5149765586165813,-4.010999999999967
"UNPROFITABLE",-2.060901511067641,-5.027999999999338
"PROFITABLE",-9.592173738814381,-25.455000000000382
"PROFITABLE",-11.465233059029742,-19.894000000000233
"UNPROFITABLE",-3.2916997999923296,-2.087999999999738
"PROFITABLE",-5.5735841636314944,-9.67599999999993
"PROFITABLE",-30.769092071941486,-67.8739999999998
"PROFITABLE",-30.45198442249739,-29.024999999999636
"UNPROFITABLE",-29.50544180022507,-25.24600000000055
"PROFITABLE",-6.522586831228182,32.996999999999844
"UNPROFITABLE",16.456840120236848,52.152000000000044
"PROFITABLE",33.02532565563661,44.33699999999999
"UNPROFITABLE",35.932175536429895,49.013000000000375
"UNPROFITABLE",37.63577998435176,45.30199999999968
"PROFITABLE",29.69436544174232,-6.042000000000371
"UNPROFITABLE",21.295831411414383,-9.185999999999694
"PROFITABLE",17.065134791157107,-1.973000000000411
"PROFITABLE",14.869110283674217,4.98700000000008
"UNPROFITABLE",42.94464975157325,69.34900000000061
"PROFITABLE",77.42994072176316,126.85299999999961
"UNPROFITABLE",89.33795149962407,142.9240000000009
"UNPROFITABLE",94.76469480553396,116.26900000000023
"PROFITABLE",77.13666746292756,35.11200000000099
"UNPROFITABLE",67.03563701512257,21.58099999999922
"PROFITABLE",56.27024846691802,7.826000000000022
"PROFITABLE",27.101657498078566,22.203999999999724
"UNPROFITABLE",29.179901589337533,38.53200000000015
"PROFITABLE",39.396314287077075,70.16499999999905
"UNPROFITABLE",46.62407532578982,79.14900000000034
