,Date,is_profitable,close-low,close-high,SMA-close,EMA-close,EMA_diff,SMA_diff,pos_emo,neg_emo,top_influencer_emotion
96,2017-04-07,UNPROFITABLE,13.509999999999993,-9.679999999999836,-68.67200000000025,-55.77543740201168,12.394541644891431,12.974999999999907,364.35,202.76,1
97,2017-04-08,UNPROFITABLE,13.370000000000118,-9.029999999999973,-54.12400000000002,-44.85717605619152,9.96826134582011,13.598000000000184,330.85,311.59,1
98,2017-04-09,UNPROFITABLE,16.00999999999999,-9.340000000000146,-49.89999999999986,-46.454053136883886,10.32312291930748,16.144000000000005,451.34,81.38,0
99,2017-04-10,UNPROFITABLE,8.090000000000146,-3.209999999999809,-37.62600000000021,-37.402407111996126,8.311646024887978,11.533999999999878,435.95,105.65,1
100,2017-04-11,UNPROFITABLE,17.549999999999955,-3.059999999999945,-43.05499999999984,-45.23106036436048,10.051346747635534,12.45100000000025,804.83,158.86,1
101,2017-04-12,UNPROFITABLE,3.6099999999999,-6.770000000000209,-28.5949999999998,-33.21086757084049,7.380192793519882,9.819999999999936,853.54,323.18,1
102,2017-04-13,UNPROFITABLE,12.839999999999918,-36.61000000000013,5.041999999999916,-1.7352552852332792,0.3856122856072943,2.546999999999798,870.0600000000001,208.95,1
103,2017-04-14,UNPROFITABLE,7.75,-23.25999999999999,10.211000000000013,0.0038820393544938,-0.000862675412236,3.4290000000000878,688.64,343.39,-1
104,2017-04-15,UNPROFITABLE,7.559999999999945,-15.480000000000018,10.00500000000011,-4.071369240528156,0.904748720117368,4.774000000000115,737.27,206.74,1
105,2017-04-16,UNPROFITABLE,10.330000000000156,-4.279999999999973,-0.3890000000001237,-11.856574833159584,2.634794407368645,0.0259999999998399,1094.33,383.79,1
106,2017-04-17,UNPROFITABLE,21.25999999999999,-0.9900000000000092,-9.65800000000013,-18.676288499857947,4.150286333301665,1.7010000000000218,806.81,141.76,1
107,2017-04-18,UNPROFITABLE,17.90000000000009,-5.899999999999864,-23.846000000000004,-29.811508772611205,6.624779727246732,3.5720000000001164,899.0699999999999,360.38,-1
108,2017-04-19,UNPROFITABLE,5.210000000000036,-5.220000000000027,-20.223999999999933,-23.26214354122726,5.169365231383836,2.241999999999962,1272.88,396.83,1
109,2017-04-20,UNPROFITABLE,20.669999999999845,-11.710000000000036,-34.81899999999996,-34.40629926100428,7.645844280222946,4.194999999999936,965.71,269.11,-1
110,2017-04-21,UNPROFITABLE,6.490000000000009,-13.8900000000001,-26.08500000000004,-22.39879030445809,4.977508956546217,1.7039999999999509,976.34,191.03,1
111,2017-04-22,UNPROFITABLE,23.24000000000001,-3.849999999999909,-32.611000000000104,-26.229919340011293,5.828870964446878,3.1340000000000146,603.88,111.8,-1
112,2017-04-23,PROFITABLE,3.269999999999982,-24.99000000000001,-4.317999999999984,-1.415388550918351,0.3145307890929416,3.79300000000012,729.05,216.09,1
113,2017-04-24,UNPROFITABLE,40.51999999999998,-0.7899999999999636,-38.9970000000003,-36.29077245075155,8.064616100166859,8.26099999999974,743.73,248.82,1
114,2017-04-25,UNPROFITABLE,15.519999999999982,-2.089999999999918,-45.03999999999997,-42.24335927788775,9.387413172863717,9.297000000000253,610.87,296.49,1
115,2017-04-26,PROFITABLE,15.149999999999864,-13.75,-50.81600000000003,-47.31820304554458,10.515156232343088,9.81399999999985,538.0,277.92,1
116,2017-04-27,UNPROFITABLE,36.430000000000064,-1.9700000000000275,-75.08399999999983,-68.70125703726399,15.266946008280684,12.38200000000029,716.3199999999999,167.53,-1
117,2017-04-28,UNPROFITABLE,24.110000000000127,-14.799999999999956,-63.35300000000007,-55.18739212139781,12.26386491586618,10.480999999999767,489.47,154.6,-1
118,2017-04-29,UNPROFITABLE,6.579999999999927,-5.410000000000082,-57.51299999999992,-49.49786628114384,10.99952584025391,11.150000000000093,1127.35,269.35,1
119,2017-04-30,PROFITABLE,32.97000000000003,-0.0199999999999818,-71.7320000000002,-61.852799684572574,13.745066596571403,11.880999999999858,1276.84,434.1,-1
120,2017-05-01,PROFITABLE,73.29999999999995,-12.720000000000027,-125.48699999999984,-110.91501792374106,24.64778176083132,19.955000000000155,1383.82,574.56,-1
121,2017-05-02,PROFITABLE,37.12999999999988,-21.080000000000155,-134.596,-116.29228739215182,25.842730531589268,22.11099999999988,1448.0,455.85,1
122,2017-05-03,PROFITABLE,42.59999999999991,-2.680000000000064,-143.57799999999975,-125.64187150266956,27.92041588948223,28.28800000000024,1347.07,287.56,1
123,2017-05-04,UNPROFITABLE,46.950000000000045,-71.24000000000001,-162.40599999999995,-141.72698577491155,31.494885727758174,28.751999999999956,1104.9,360.45,1
124,2017-05-05,UNPROFITABLE,25.1400000000001,-62.57999999999993,-151.19000000000003,-130.50571563401877,29.00127014089276,28.995999999999867,1188.08,377.34,1
125,2017-05-06,UNPROFITABLE,36.29999999999996,0.0,-144.7679999999998,-125.8819491551062,27.973766478912463,29.77200000000016,536.25,302.15,-1
126,2017-05-07,PROFITABLE,36.950000000000045,-0.0099999999999909,-134.7800000000002,-117.64795839963269,26.143990755473624,27.897999999999683,832.3,435.93,1
127,2017-05-08,UNPROFITABLE,126.42999999999984,0.0,-220.73299999999995,-199.87196596333592,44.41599243629662,40.687000000000126,2144.66,800.82,-1
128,2017-05-09,UNPROFITABLE,39.059999999999945,-78.13000000000011,-209.3859999999997,-189.72160851545664,42.16035744787928,43.3570000000002,2106.61,927.53,1
129,2017-05-10,PROFITABLE,68.0300000000002,-1.3099999999999454,-197.2320000000002,-181.22040696719205,40.2712015482648,43.92399999999975,2428.6,900.47,1
130,2017-05-11,UNPROFITABLE,93.22000000000004,-25.360000000000127,-215.9750000000001,-198.5403329731569,44.12007399403501,42.69699999999989,2226.17,679.39,1
131,2017-05-12,PROFITABLE,30.230000000000015,-131.91000000000008,-64.50300000000016,-60.71754515985572,13.49278781330122,27.142000000000053,1770.31,666.07,1
132,2017-05-13,UNPROFITABLE,153.83000000000015,-8.079999999999927,-113.69100000000026,-115.68071876715476,25.706826392701032,31.48199999999997,1987.77,822.38,-1
133,2017-05-14,UNPROFITABLE,32.29000000000019,-22.50999999999999,-90.567,-97.9205880822176,21.760130684937167,27.12400000000025,2526.17,832.9399999999999,0
134,2017-05-15,UNPROFITABLE,29.8900000000001,-74.36999999999989,-1.7889999999999873,-22.451390249087357,4.98919783313022,18.298,2179.81,646.9399999999999,0
135,2017-05-16,PROFITABLE,47.91000000000008,-51.49000000000001,17.75599999999963,-15.11295565834439,3.358434590742945,15.5649999999996,3495.31,1160.61,0
136,2017-05-17,PROFITABLE,177.17999999999984,-24.96000000000004,-62.64599999999996,-97.97969099319084,21.77326466515342,24.238000000000284,3292.76,1203.97,0
137,2017-05-18,PROFITABLE,81.5300000000002,-15.829999999999927,-95.67599999999992,-120.71429263079268,26.825398362398342,16.5300000000002,3348.8,1067.56,0
138,2017-05-19,PROFITABLE,97.46000000000004,-16.809999999999945,-171.50099999999998,-179.8153303342849,39.95896229650771,23.2349999999999,4022.42,1254.67,1
139,2017-05-20,UNPROFITABLE,109.80999999999996,0.0,-238.7609999999997,-226.5016339098695,50.33369642441539,29.76000000000022,2583.91,936.28,1
140,2017-05-21,PROFITABLE,3.7000000000000455,-77.87999999999988,-175.96800000000007,-149.70406410807504,33.26756980179448,19.262999999999693,2861.38,944.01,1
141,2017-05-22,PROFITABLE,155.5300000000002,-130.5,-263.2520000000002,-230.6487797247887,51.25528438328638,44.91599999999994,5393.24,1580.73,1
142,2017-05-23,PROFITABLE,141.92000000000007,-0.4000000000000909,-358.72100000000023,-309.00172886573614,68.66705085905255,51.55099999999993,5409.36,1740.97,1
143,2017-05-24,UNPROFITABLE,122.26999999999998,-80.07999999999993,-418.4679999999999,-353.63595998105666,78.58576888467928,63.47300000000018,6089.9,1907.63,1
144,2017-05-25,UNPROFITABLE,19.67999999999984,-458.73,-223.1529999999998,-175.88942180268305,39.08653817837376,56.6550000000002,6852.65,2746.61,1
145,2017-05-26,UNPROFITABLE,130.4300000000003,-371.3699999999999,-73.79600000000028,-59.99679965674113,13.332622145941968,46.79699999999957,5750.62,2036.33,1
146,2017-05-27,PROFITABLE,183.04,-221.32999999999996,109.73200000000044,84.7253457353936,-18.827854607865447,19.97800000000052,4139.12,1883.45,1
147,2017-05-28,PROFITABLE,101.72000000000024,-111.53999999999996,19.516999999999825,-26.349262580132745,5.855391684473943,26.71499999999969,3812.0,1192.69,1
148,2017-05-29,UNPROFITABLE,148.44000000000003,-51.440000000000055,-53.5029999999997,-103.2212148382905,22.938047741842183,26.79000000000042,4528.01,1062.98,1
149,2017-05-30,PROFITABLE,50.89999999999964,-126.49000000000024,35.71100000000024,-18.884630322237623,4.196584516052553,9.073999999999614,4670.67,1370.88,1
150,2017-05-31,PROFITABLE,140.8399999999997,-24.670000000000076,-50.70799999999963,-106.2201520818312,23.60447824040648,24.521000000000186,4643.34,1421.69,1
151,2017-06-01,PROFITABLE,119.55000000000018,-40.50999999999976,-148.73000000000002,-186.29194261240764,41.39820946942382,23.447999999999865,5101.19,1888.1,-1
152,2017-06-02,UNPROFITABLE,115.23000000000002,0.0,-212.587,-218.42340759197032,48.53853502043739,16.813000000000102,7344.9,1757.2,1
153,2017-06-03,UNPROFITABLE,91.77999999999976,-66.55999999999995,-232.2159999999999,-200.63733348433925,44.58607410763079,7.170999999999822,4966.47,1329.82,-1
154,2017-06-04,PROFITABLE,59.26999999999998,-74.07999999999993,-207.99299999999997,-161.26145466900516,35.83587881533413,20.682999999999996,4857.15,1302.17,1
155,2017-06-05,PROFITABLE,176.59000000000017,0.0,-334.55399999999963,-275.1230083655496,61.13844630345557,48.43900000000031,5687.43,1500.62,1
156,2017-06-06,UNPROFITABLE,172.35999999999967,-136.71000000000004,-428.5109999999995,-369.419734117268,82.09327424828143,82.43299999999999,6165.86,2137.04,1
157,2017-06-07,PROFITABLE,31.59999999999991,-137.22000000000023,-239.83500000000004,-195.03796427776524,43.34176983950283,57.63599999999951,6738.46,2225.31,1
158,2017-06-08,UNPROFITABLE,134.67000000000007,-9.680000000000293,-258.29399999999987,-219.68015259089907,48.81781168686621,55.00100000000021,6746.0,2270.03,1
159,2017-06-09,PROFITABLE,28.19000000000005,-77.90000000000009,-211.6500000000001,-194.62103393800865,43.2491186528905,64.83399999999983,5089.85,1847.27,1
160,2017-06-10,UNPROFITABLE,201.15999999999983,-3.2799999999997453,-269.4200000000001,-260.60811867655275,57.91291526145597,66.13000000000011,6087.57,2155.88,-1
161,2017-06-11,UNPROFITABLE,117.57999999999991,-38.48999999999978,-224.79700000000005,-221.73391528081584,49.27420339573701,55.02300000000014,7758.71,2045.29,1
162,2017-06-12,PROFITABLE,141.07000000000016,-337.6300000000001,90.79099999999973,62.792251133877926,-13.953833585306256,17.10799999999972,9048.75,3749.73,-1
163,2017-06-13,UNPROFITABLE,66.63999999999987,-72.01999999999998,53.56799999999976,4.420023654990928,-0.9822274788871256,20.16699999999992,8841.44,3015.79,1
164,2017-06-14,UNPROFITABLE,93.42999999999984,-280.46000000000004,263.67400000000043,175.96638299044707,-39.103640664543946,-0.5439999999994143,9664.98,3179.0,1
165,2017-06-15,PROFITABLE,251.6199999999999,-70.13000000000011,283.241,178.16431335582,-39.59206963462702,-22.22300000000041,7725.69,3645.83,1
166,2017-06-16,PROFITABLE,133.40999999999983,-21.360000000000127,194.79700000000005,101.60534729112533,-22.57896606469467,-34.46399999999994,8735.94,2938.89,1
167,2017-06-17,UNPROFITABLE,170.92000000000007,-29.309999999999945,49.848999999999705,-29.22107948907933,6.493573219795508,-7.628000000000156,6891.22,2596.33,1
168,2017-06-18,UNPROFITABLE,31.96000000000004,-113.80999999999996,131.70600000000013,64.12002587257166,-14.248894638349157,-25.73299999999972,7525.74,3128.32,1
169,2017-06-19,PROFITABLE,40.56999999999971,-73.25,66.97499999999991,18.662748441195163,-4.147277431376551,-23.42100000000028,12796.8,3773.64,1
170,2017-06-20,UNPROFITABLE,131.9699999999998,-41.659999999999854,-87.80700000000024,-92.88593309356747,20.64131846523742,-22.5920000000001,10692.81,4067.65,1
171,2017-06-21,UNPROFITABLE,28.699999999999815,-82.91000000000031,-82.01800000000003,-49.25121798564624,10.944715107921184,-26.90099999999984,8028.88,2924.09,1
172,2017-06-22,UNPROFITABLE,63.04999999999973,-18.329999999999927,-93.74999999999956,-53.64099653371068,11.920221451935504,4.578000000000429,8741.73,2872.27,1
