,Date,is_profitable,close-low,close-high,SMA-close,EMA-close,EMA_diff,SMA_diff
10,2013-05-09,PROFITABLE,3.4099999999999966,-0.789999999999992,1.0700000000000074,3.48299999999999,-0.7740000000000009,-3.1869999999999834
11,2013-05-10,UNPROFITABLE,5.650000000000006,-4.799999999999997,-5.640000000000015,-0.8566363636363832,0.19036363636362807,-2.180000000000021
12,2013-05-11,UNPROFITABLE,2.2299999999999898,-3.440000000000012,-3.855000000000004,0.9027520661156814,-0.2006115702479434,-0.17499999999999716
13,2013-05-12,PROFITABLE,1.5699999999999932,-2.450000000000003,-2.63600000000001,0.934978963185543,-0.2077731029301333,0.9789999999999992
14,2013-05-13,UNPROFITABLE,3.480000000000004,-0.7199999999999989,-3.5930000000000177,-1.6731990301209265,0.3718220066935345,2.022999999999996
15,2013-05-14,PROFITABLE,1.25,-8.299999999999997,2.786999999999992,3.9328371571737932,-0.8739638127052842,-0.09999999999999432
16,2013-05-15,PROFITABLE,10.719999999999999,-1.5900000000000034,-0.10199999999998965,0.9923213104149085,-0.22051584675888591,-0.16899999999998272
17,2013-05-16,PROFITABLE,6.560000000000002,0.0,-3.9960000000000235,-2.9026462005696345,0.6450324890154633,0.6459999999999724
18,2013-05-17,UNPROFITABLE,6.440000000000012,-2.289999999999992,-7.095000000000013,-5.852165073193348,1.3004811273762868,1.1510000000000105
19,2013-05-18,UNPROFITABLE,1.2000000000000028,-1.75,-6.592000000000013,-5.189044150794558,1.1531209223987844,0.992999999999995
20,2013-05-19,UNPROFITABLE,2.4200000000000017,-2.510000000000005,-4.150000000000006,-3.010127032468276,0.6689171183262772,0.9320000000000022
21,2013-05-20,UNPROFITABLE,1.8799999999999955,-1.6200000000000045,-3.6799999999999926,-2.471013026564961,0.5491140059033199,0.4800000000000182
22,2013-05-21,UNPROFITABLE,1.6700000000000017,-0.12000000000000455,-3.795999999999978,-2.7417379308258774,0.6092750957390791,0.76400000000001
23,2013-05-22,PROFITABLE,1.8900000000000006,-0.10999999999999943,-3.9170000000000016,-3.0696037615848155,0.682134169241067,0.8889999999999816
24,2013-05-23,PROFITABLE,3.6000000000000085,-0.23000000000000398,-5.855000000000004,-4.810584895842126,1.0690188657426916,0.8719999999999999
25,2013-05-24,UNPROFITABLE,7.47999999999999,-0.6500000000000057,-10.184999999999974,-9.254114914779919,2.056469981062193,2.170000000000016
26,2013-05-25,UNPROFITABLE,3.079999999999984,-1.240000000000009,-7.188999999999979,-6.573366748456294,1.4607481663236257,1.7759999999999962
27,2013-05-26,UNPROFITABLE,2.859999999999985,-2.5200000000000102,-7.2169999999999845,-6.605481885100616,1.4678848633556782,1.4719999999999942
28,2013-05-27,UNPROFITABLE,5.040000000000006,-5.719999999999999,-2.804000000000002,-2.3444851787187133,0.5209967063819221,0.6730000000000018
