,Date,is_profitable,SMA,EMA,close-low,close-high,SMA-close,EMA-close,EMA_diff,SMA_diff
10,2013-05-09,PROFITABLE,113.74000000000001,116.15299999999999,3.4099999999999966,-0.789999999999992,4.480000000000004,6.8929999999999865,-0.7740000000000009,-3.1869999999999834
11,2013-05-10,UNPROFITABLE,111.55999999999999,116.34336363636362,5.650000000000006,-4.799999999999997,0.009999999999990905,4.7933636363636225,0.19036363636362807,-2.180000000000021
12,2013-05-11,UNPROFITABLE,111.38499999999999,116.14275206611568,2.2299999999999898,-3.440000000000012,-1.6250000000000142,3.132752066115671,-0.2006115702479434,-0.17499999999999716
13,2013-05-12,PROFITABLE,112.36399999999999,115.93497896318554,1.5699999999999932,-2.450000000000003,-1.0660000000000167,2.504978963185536,-0.2077731029301333,0.9789999999999992
14,2013-05-13,UNPROFITABLE,114.38699999999999,116.30680096987908,3.480000000000004,-0.7199999999999989,-0.11300000000001376,1.8068009698790775,0.3718220066935345,2.022999999999996
15,2013-05-14,PROFITABLE,114.28699999999999,115.4328371571738,1.25,-8.299999999999997,4.036999999999992,5.182837157173793,-0.8739638127052842,-0.09999999999999432
16,2013-05-15,PROFITABLE,114.11800000000001,115.21232131041491,10.719999999999999,-1.5900000000000034,10.61800000000001,11.712321310414907,-0.22051584675888591,-0.16899999999998272
17,2013-05-16,PROFITABLE,114.76399999999998,115.85735379943037,6.560000000000002,0.0,2.5639999999999787,3.6573537994303678,0.6450324890154633,0.6459999999999724
18,2013-05-17,UNPROFITABLE,115.91499999999999,117.15783492680666,6.440000000000012,-2.289999999999992,-0.6550000000000011,0.5878349268066643,1.3004811273762868,1.1510000000000105
19,2013-05-18,UNPROFITABLE,116.90799999999999,118.31095584920544,1.2000000000000028,-1.75,-5.39200000000001,-3.9890441507945553,1.1531209223987844,0.992999999999995
20,2013-05-19,UNPROFITABLE,117.83999999999999,118.97987296753172,2.4200000000000017,-2.510000000000005,-1.730000000000004,-0.5901270324682741,0.6689171183262772,0.9320000000000022
21,2013-05-20,UNPROFITABLE,118.32000000000001,119.52898697343504,1.8799999999999955,-1.6200000000000045,-1.7999999999999972,-0.5910130265649656,0.5491140059033199,0.4800000000000182
22,2013-05-21,UNPROFITABLE,119.08400000000002,120.13826206917412,1.6700000000000017,-0.12000000000000455,-2.1259999999999764,-1.0717379308258757,0.6092750957390791,0.76400000000001
23,2013-05-22,PROFITABLE,119.973,120.82039623841519,1.8900000000000006,-0.10999999999999943,-2.027000000000001,-1.179603761584815,0.682134169241067,0.8889999999999816
24,2013-05-23,PROFITABLE,120.845,121.88941510415788,3.6000000000000085,-0.23000000000000398,-2.2549999999999955,-1.2105848958421177,1.0690188657426916,0.8719999999999999
25,2013-05-24,UNPROFITABLE,123.01500000000001,123.94588508522007,7.47999999999999,-0.6500000000000057,-2.704999999999984,-1.774114914779929,2.056469981062193,2.170000000000016
26,2013-05-25,UNPROFITABLE,124.79100000000001,125.4066332515437,3.079999999999984,-1.240000000000009,-4.108999999999995,-3.4933667484563102,1.4607481663236257,1.7759999999999962
27,2013-05-26,UNPROFITABLE,126.263,126.87451811489937,2.859999999999985,-2.5200000000000102,-4.356999999999999,-3.745481885100631,1.4678848633556782,1.4719999999999942
28,2013-05-27,UNPROFITABLE,126.936,127.3955148212813,5.040000000000006,-5.719999999999999,2.236000000000004,2.695514821281293,0.5209967063819221,0.6730000000000018
29,2013-05-28,PROFITABLE,127.48600000000002,127.68723939923014,3.4000000000000057,-1.5800000000000125,1.886000000000024,2.0872393992301426,0.2917245779488411,0.5500000000000114
30,2013-05-29,UNPROFITABLE,128.517,128.52592314482465,4.640000000000015,-0.28999999999999204,0.8569999999999993,0.8659231448246487,0.8386837455945084,1.0309999999999775
31,2013-05-30,UNPROFITABLE,129.197,128.57575530031107,1.8000000000000114,-3.4499999999999886,2.1970000000000027,1.575755300311073,0.04983215548642761,0.6800000000000068
32,2013-05-31,UNPROFITABLE,129.809,128.65289070025452,2.5999999999999943,-0.9000000000000057,3.408999999999992,2.252890700254511,0.07713539994344387,0.6119999999999948
33,2013-06-01,UNPROFITABLE,130.35,128.77054693657186,2.1000000000000085,-0.47999999999998977,3.1499999999999915,1.5705469365718585,0.11765623631734456,0.5409999999999968
34,2013-06-02,UNPROFITABLE,129.90900000000002,127.59226567537696,7.240000000000009,-7.109999999999999,14.859000000000023,12.542265675376967,-1.178281261194897,-0.4409999999999741
35,2013-06-03,UNPROFITABLE,128.81099999999998,126.61549009803569,6.219999999999999,-0.28000000000000114,12.810999999999979,10.615490098035693,-0.9767755773412716,-1.0980000000000416
36,2013-06-04,UNPROFITABLE,127.755,125.67085553475647,2.3200000000000074,-2.4200000000000017,8.655000000000001,6.570855534756475,-0.944634563279223,-1.0559999999999832
37,2013-06-05,UNPROFITABLE,126.572,124.93979089207347,1.75,-1.8199999999999932,6.671999999999997,5.039790892073469,-0.7310646426829948,-1.1829999999999927
38,2013-06-06,UNPROFITABLE,125.398,123.6780107298783,0.75,-5.099999999999994,8.147999999999996,6.428010729878295,-1.2617801621951799,-1.1740000000000066
39,2013-06-07,UNPROFITABLE,123.648,121.46382696080951,5.079999999999998,-7.5,17.227999999999994,15.043826960809511,-2.2141837690687822,-1.75
40,2013-06-08,UNPROFITABLE,121.248,119.07040387702595,1.0,-3.1200000000000045,13.948000000000008,11.770403877025956,-2.39342308378356,-2.3999999999999915
41,2013-06-09,PROFITABLE,118.36800000000001,115.60305771756668,11.5,-8.989999999999995,29.86800000000001,27.103057717566685,-3.467346159459268,-2.8799999999999955
42,2013-06-10,PROFITABLE,116.103,113.9206835871,11.349999999999994,-3.75,21.102999999999994,18.9206835871,-1.682374130466684,-2.265000000000015
43,2013-06-11,UNPROFITABLE,114.06300000000002,113.00783202580908,4.900000000000006,-0.6999999999999886,10.063000000000017,9.00783202580908,-0.9128515612909212,-2.039999999999978
44,2013-06-12,UNPROFITABLE,112.649,112.12458983929832,1.4200000000000017,-3.6400000000000006,5.918999999999997,5.39458983929832,-0.8832421865107563,-1.4140000000000157
45,2013-06-13,UNPROFITABLE,110.827,110.64739168669863,3.469999999999999,-6.299999999999997,10.296999999999997,10.117391686698625,-1.4771981525996978,-1.8220000000000027
46,2013-06-14,UNPROFITABLE,108.68299999999999,108.70786592548069,1.980000000000004,-4.719999999999999,10.682999999999993,10.70786592548069,-1.9395257612179364,-2.1440000000000055
